category,headline,release_date,story_url,content
Elections,APC Lawmaker Sues Dickson Over Election Violence In Bayelsa,"1 Year Ago
",/2019/04/01/apc-lawmaker-sues-dickson-over-election-violence-bayelsa,"
 
 Honourable Israel Sunny-Goli, the lawmaker representing Brass Constituency 1 in Bayelsa State House of Assembly, has filed a suit against Seriake Dickson, Governor of Bayelsa State, regarding the Commission of Inquiry set up to probe the violence that occurred in the state during the 2019 elections. He is seeking an order to declare the commission’s inquest illegal, null and void. The Governor had   to probe the violence that rocked the state during the presidential and National Assembly elections in various parts of the state. The Commission, which has begun sitting in Yenagoa, Bayelsa State capital, has listened to chilling testimonies of various victims of the electoral violence prompting it to invite Sunny-Goli, former Governor Timipre Sylva, Senator Heineken Lokpobiri, the Minister of State for Agriculture and Rural Development, and Sam Kodjo as their names featured prominently in the testimonies of victims. Though all the invitees have shunned the invitation on the claim that the Commission of Inquiry was a “kangaroo” effort, Sunny-Goli, the House of Representatives member-elect for Nembe/Brass Constituency, has approached the court to seek some reliefs. 
 
    
 
 In the suit marked FHC/PHC/CS/69/2019 filed at the Federal High Court in Port Harcourt, Sunny-Goli, through his counsel, Stephen Topba is seeking, among other declarations, that the 8th defendant (Governor of Bayelsa State) “is not competent to constitute a commission of inquiry into any matter which falls outside the legislative competence of the Bayelsa State House of Assembly.” The lawmaker, who also sought a declaration for the commission of inquiry as an “illegal body that cannot validly invite or summon the plaintiff to appear before it”, further prayed that “the proceedings, hearings, meetings, deliberations, reports, resolutions, recommendations or any action already taken or to be taken by the Ist defendant (the Bayelsa State Commission of Inquiry) are illegal, null, void and of no effect whatsoever”. He is therefore seeking an order “setting aside the invitation and or summons” extended to him and an order of perpetual injunction restraining the Commission of Inquiry from continuing with proceedings and submitting a report. 
 
    
 
 Topba, in a cover letter attached to the court process served on the Commission, said Sunny-Goli is interested in getting justice. “In the view of the above, we respectfully request you to stay action on the proceedings of the Commission pending the determination of the above suit. We believe firmly that the precious time of the commission and the interest of justice will be better served if the said suit is  dispensed with as to the appropriateness or otherwise of the continual  existence of the Commission before further steps are taken on the assignment before the Commission,” the letter read. However, Dr. Richard Ogbe, Secretary of the Commission, said the Commission has not received any document on the matter from the Federal High Court, Port Harcourt."
Elections,Rivers Police Explain Closure Of Port Harcourt-Aba Road Since March 9 Elections,"1 Year Ago
",/2019/04/01/rivers-police-explain-closure-port-harcourt-aba-road-march-9-elections,"The Police Command in Rivers State has said the continuous closure of the Port Harcourt-Aba road leading to the office of the Independent National Electoral Commission (INEC) is in “public interest”. DSP Nnamdi Omoni, spokesman of the Rivers Police Command appealed to the residents of Port Harcourt, the Rivers State capital, to show understanding and cooperation. According to Omoni, the closure was not intended to cause hardship for the residents. The Waterlines Bus-stop to GRA stop axis of the road has remained closed since the March 9, 2019 governorship and house of assembly polls. “It is in the interest of Rivers; it is not intended to cause hardship for the residents. The people should bear with the Command; it is only for a while,” he said, adding that the action was meant to ""protect INEC office situated between Waterlines and GRA bus stops, its personnel and electoral materials in the office”."
Breaking News,BREAKING: INEC Adjourns Collation Of Rivers Election Results Till Wednesday,"1 Year Ago
",/2019/04/02/breaking-inec-adjourns-collation-rivers-election-results-till-wednesday,"The Independent National Electoral Commission (INEC) has adjourned the collation of results of the Rivers governorship election till Wednesday, April 3, 2019. INEC had suspended the announcement of the March 9 governorship election results and sent a fact-finding team to the state to determine the circumstances that led to what warranted the suspension of the elections. At the resumption of collation of the results on Tuesday, results of 15 Local Government Areas (LGAs) in the state had been announced. Two LGAs are left, while a rerun will be held next week in six other local governments."
Breaking News,"LIVE FROM EAGLE SQUARE, ABUJA: President Buhari's Second Term Inauguration","11 Months Ago
",/2019/05/29/live-eagle-square-abuja-president-buharis-second-term-inauguration,"WATCH: How President   Was Inaugurated For A Second Term In Office       SEE MORE:    WATCH FULL VIDEO:    WATCH: I Have No Reason To Doubt The Tribunal Will Deliver Says Boss Mustapha At Presidential Inauguration           WATCH FULL VIDEO:    
 
   
 
 
 
 
 
 
   
 
 
 
            "
Elections,LIVE: Collation Of Rivers Governorship Election Results,"1 Year Ago
",/2019/04/03/live-collation-rivers-governorship-election-results,"
 
"
Breaking News,BREAKING: INEC Suspends Further Action On Inconclusive Imo North Senatorial Election,"1 Year Ago
",/2019/04/16/breaking-inec-suspends-further-action-inconclusive-imo-north-senatorial-election,"The Independent National Electoral Commission (INEC) says it is suspending “all further proceedings and actions” on the Imo North senatorial election, which it earlier declared inconclusive in March. According to Mallam Mohammed Haruna, National Commissioner and Member, Information and Voter Education Committee, INEC made the decision in compliance with an ex-parte order mandating it to do so. “Further to our statement of 4th April 2019 on the setting up of a committee by the Independent National Electoral Commission (INEC) to investigate the veracity or otherwise of allegations of misconduct in the Imo North Senatorial Election, the Commission wishes to inform the public that the Committee has completed its assignment,"" the commission said in a statement. “However, the Commission has been served with an ex-parte order halting further action on the matter. “The order, issued by the Federal High Court Abuja on 9th April, specifically ordered the permission to stay ‘ALL FURTHER PROCEEDINGS AND ACTIONS by the Respondents (INEC) pertaining or relating or connected with the declaration of Imo North Senatorial District election results of 23 February and 9- March, 2019 pending the determination of the application for prohibition’. “The case, which was instituted by Senator Benjamin Uwajumogu, the All Progressives Congress (APC) candidate, against INEC a day after it set up committee, has been adjourned to 30th April 2019 for hearing.” In February, two days after the INEC office in Isiala Mbano Local Government Area in Imo North Senatorial District was set ablaze by persons suspected to be political thugs, INEC declared the senatorial election inconclusive, citing allegations of ballot box snatching, kidnapping of electoral officers and manipulation of the process. A rerun was held on March 9, but INEC still hasn’t declared a winner. Before the rerun, Ndubueze Patrick, candidate of the Peoples Democratic Party (PDP), was leading Uwajumogu, his closest challenger who is also the incumbent senator and the APC candidate."
Elections,APC BoT Member Reveals Why Buhari Lost Presidential Election In Ondo,"1 Year Ago
",/2019/04/03/apc-bot-member-reveals-why-buhari-lost-presidential-election-ondo,"Alhaji Ali Olanusi, a member of the Board of Trustees (BOT) of the ruling All Progressives Congress (APC), has decried the level of anti-party activities of some members of the party in Ondo State in the recently concluded general election. According to Olanusi, President Muhammadu Buhari lost the election in Ondo State due to the anti-party activities that members of the party engaged in before the general election. He stated this on Wednesday at a stakeholders’ meeting held in Akure, the Ondo State capital, to appraise the performance of the ruling party in both the presidential and the national assembly election in Ondo State. The APC chieftain, who was also a Deputy Governor of Ondo State, accused Rotimi Akeredolu, Governor of Ondo State, of “initiating the members of APC in Ondo State into anti-party activities after failing to secure the party's tickets for his preferred candidates in the just concluded national assembly election”. Olanusi said Akeredolu orchestrated anti-party activities by directing the members of the APC in the state to work for some candidates of Action Alliance (AA) in the 2019 elections. The BOT member noted that though the stalwarts of the party had raised the alarm over the Governor’s anti-party activities, the party leadership failed to quickly act before the election. ""If Buhari had won the presidential election in Ondo State, Governor Rotimi Akeredolu would have gotten the credit despite working against the party in Ondo State. And we had envisaged this problem in Ondo State, and that is why we cried to the national leadership of the party on the anti-party activities of Governor Akeredolu. But they failed to listen to us, and didn't recognise our voice then. For me, I am for the growth and unity of the party and we shall progress. ""So, we must not allow the monster, who is an ingrate and has no fear of God, including respect for elders and colleagues, to come back and rule us here again. Let us not allow ourselves to be monetised by other politicians, but to educate our people while we should vote for the right candidate in the forthcoming governorship election in the state. ""We must learn how to come together and appreciate each other. A divided house cannot stand. We need to work as a team so that our party can move forward. We recorded 54 per cent in the 2015 presidential election when we didn't have APC as the state government. Now, as a state controlled by APC, we performed woefully.” In his remarks, Isaac Kekemeke, a former APC Chairman in the state, said the funds disbursed to Ondo by the party’s national leadership for the elections were diverted by Akeredolu. He said Akeredolu was the major financier of AA in Ondo State, and called on the party’s leaders to intervene before the 2020 Ondo governorship election. ""The Governor worked against the party and he really didn't want President Muhammadu Buhari to win the 2019 presidential election. So, they did not work for him in Ondo State, rather they all worked for their Action Alliance party,"" he said."
Elections,"Uduaghan, Ogboru Challenge Manager, Okowa As Delta Election Tribunal Receives 51 Petitions","1 Year Ago
",/2019/04/03/uduaghan-ogboru-challenge-manager-okowa-delta-election-tribunal-receives-51-petitions,"Emmanuel Uduaghan, immediate past Governor of Delta State and Delta South senatorial candidate of the All Progressives Congres, (APC), has filed a petition at the Delta State Election Petitions Tribunal against his opponent, James Manager of the Peoples Democratic Party (PDP), challenging his declaration by the Independent National Electoral Commission (INEC), as winner of the just concluded February, 23, 2019 National Assembly election. In the same vein, Great Ogboru, the 2019 governorship candidate of the APC in the state, has also filed a petition challenging INEC's declaration of Ifeanyi Okowa, Governor of Delta State, as the winner of the March 9 governorship election. Ogboru had rejected the results of the election, alleging that the election was marred by rigging, voting buying, malpractices and snatching of ballots boxes by the PDP. Also, Joel-Onowakpo Thomas, the APC House of Representatives candidate for Isoko federal constituency, filed a petition at the state tribunal challenging INEC’s declaration of Leo Ogor, the PDP candidate and incumbent House of Representatives minority leader, as winner of the February 23, 2019 National Assembly election in the area. Speaking with journalists on Tuesday in Asaba, the Delta State capital, Ahmed Gusau, the Tribunal Secretary, confirmed that so far, a total of 51 petitions arising from the 2019 national assembly, governorship and state assembly elections had been received from various political parties candidates. Also, Gusau disclosed that four petitions were filed for the senatorial election, two against Manager, one against Ovie Omo-Agege, the senator representing Delta Central on the platform of the APC, and one against Peter Nwaoboshi, the senator representing Delta North, on the PDP platform. Gusau further disclosed that nine petitions were filed for the House of Representatives election, while 37 came from state assembly candidates against the winners of the election."
Breaking News,"BREAKING: INEC Confirms Kogi, Bayelsa Governorship Elections Will Hold November 2","1 Year Ago
",/2019/04/09/breaking-inec-confirms-kogi-bayelsa-governorship-elections-will-hold-november-2,"The Independent National Electoral Commission (INEC) has confirmed that governorship elections in Kogi and Bayelsa states will hold on November 2, 2019. Festus Okoye, National Commissioner and Chairman, Information and Voter Education Committee, made the announcement on Tuesday evening, following a meeting of the commission to finalise the schedule for the only two governorship elections left for the year. “The Commission at its meeting held today approved the Timetable and Schedule of Activities for the Governorship elections in Kogi and Bayelsa States which will hold in both States on Saturday2nd November 2019,” Okoye said in a statement. “The official notice for both elections will be issued on 1st August 2019 while political parties that intend to sponsor candidates are to hold their primaries for the nomination of such candidates from 2nd-29th August 2019. “Campaigns by Political Parties in public shall commence on 2nd August 2019 and end on 31st October 2019. “The parties sponsoring candidates are required to submit the list of their agents not later than 2nd October 2019. “The stated timelines are in line with the provisions of the 1999 Constitution (as amended) and the Electoral Act 2010 (as amended). All stakeholders are urged to take cognizance of and adhere strictly to them. “Details of the Timetable and Schedule of Activities for the election are on the Commission's website."""
Breaking News,"BREAKING: INEC Set To Announce Timetable For Governorship Elections In Kogi, Bayelsa","1 Year Ago
",/2019/04/08/breaking-inec-set-announce-timetable-governorship-elections-kogi-bayelsa,"The Independent National Electoral Commission (INEC) says the schedule of activities for the governorship elections in Bayelsa and Kogi states, slated for later in 2019, will be released during the week. Professor Mahmood Yakubu, the INEC Chairman, stated this on Monday when he appeared before a joint session of the Senate Committee on INEC and House Committee on Electoral matters to defend INEC’s 2019 budget proposal. According to Yakubu, the total figure for the Commission’s 2019 budget proposal is N45.4billion. Addressing the committee, he said: “This year, we are going to conduct two end-of-tenure elections into the offices of the governors in Kogi and Bayelsa States. “Let me seize this opportunity here to say before the end of this week, INEC will issue a timetable and schedule of activities for the governorship elections in Kogi and Bayelsa states. “For 2019, we were presented with an envelope of N45.5billion as our regular budget. This is the same envelope as in 2018, only slightly better than the envelopes of several years before them. “In 2017, it was N45billion; in 2016, it was N45billion, and in 2018, it was increased marginally to N45.5billion and the same envelope was presented to the Commission in 2018 and 2019. I will say for the 2018 financial year we were fully funded. We were on the first line charge, so in terms of the releases from the executive to the Commission, we were fully funded."" Giving a breakdown of the budget items, he continued: ""The first one is personnel cost and in 2019; the commission is proposing the sum of N21.8billion to cover consolidated salaries for 16,455 career employees of INEC and 51 political office holders, making a total of 16,506 employees of the commission in 2019.   “The personnel cost is broken into two subheads. You have the consolidated salary of N17.5billion and you have the social contribution, National Health Insurance, contributory pension, and employee compensation of N4.3billion.” Noting that the overhead cost is N4.2billion, while the third budget head is for electoral expenditure, he added: “The Commission is proposing the sum of N17.7 billion under the electoral expenditure to cover such activities as monitoring party primaries, conventions, voter education, stakeholder meeting legal expenses and others."" N1.6billion was proposed to cover capital expenditure. In 2015, governorship election in Bayelsa State was held on December 5, but it was declared inconclusive. After a rerun in January 2016, Seriake Dickson, incumbent Governor and candidate of the Peoples Democratic party (PDP), polled 134,998 votes to defeat Timipre Sylva, a former Governor of the state and candidate of the All Progressives Congress (APC), who scored 86,852 votes. The Kogi State governorship election had held earlier, on November 22, 2015, but it was also declared inconclusive, necessitating a rerun, at the end of which Yahaya Bello of the APC was declared winner after securing 247,752 votes while Idris Wada, the incumbent Governor and PDP candidate, polled 204,877 votes. It wasn't Bello who on the election in practice, though; he was only declared winner, being the runner-up in the APC primary, following the death of Abubakar Audu, the authentic candidate of the party, on November 22, 2015."
Breaking News,"BREAKING: Buhari, Osinbajo, Service Chiefs In Closed-door Meeting Over Insecurity","3 Days Ago
",/2020/05/14/breaking-buhari-osinbajo-service-chiefs-closed-door-meeting-over-insecurity,"President Muhammadu Buhari is currently having a closed-door meeting with the country's service chiefs at the State House, Aso Rock. Also in the meeting is Vice President, Yemi Osinbajo. SaharaReporters gathered that the meeting may not be unconnected with the high level of insecurity in Nigeria especially in the North-East and the recent killings in some parts of Katsina and Kaduna states. 
 
 The service chiefs, who met the President and his vice include the Chief of Defence Staff, General Gabriel Olonishakin; Chief of Army Staff, Lt. General Tukur Buratai, Chief of the Air Staff, Air Vice Marshal Sidique Abubakar, and the Inspector-General of Police, Muhammed Adamu. GRAPHIC PHOTOS: Mass Burial Of Nigerians Killed In Kajuru, Southern Kaduna, By Suspected Fulani Herdsmen "
Breaking News,BREAKING: Court Slams N10m Against DSS For Illegally Detaining Man Who Purchased SIM Card Previously Used By President Buhari’s Daughter,"3 Days Ago
",/2020/05/14/breaking-court-slams-n10m-against-dss-illegally-detaining-man-who-purchased-sim-card,"A Federal High Court in Asaba, Delta State, on Thursday slammed the sum of N10m against Nigeria’s lawless secret police, Department of State Services, for illegally detaining Anthony Okolie for 10 weeks for lawfully purchasing a SIM card previously used by President Muhammadu Buhari’s daughter, Hanan. More to come… 
 
   
 
"
Politics,"Gunmen Kidnap APC Deputy Chairman, Daughter In Kaduna State","3 Days Ago
",/2020/05/14/gunmen-kidnap-apc-deputy-chairman-daughter-kaduna-state,"Some gunmen have abducted Shuaibu Idris, deputy chairman of the All Progressives Congress in Kaduna State, alongside his daughter. A family source told SaharaReporters that the gunmen stormed the residence of the politician around 8pm on Wednesday and took him and his daughter away. The source said the suspects, numbering about 10, arrived Idris’s residence located along Zaria-Kaduna Road in two cars with dangerous weapons. He said their whereabouts remained unknown as the abductors had not established contact with the family. 
 
"
Journalism,Imo Government Queries Journalist For Demanding Three Months Unpaid Salaries,"3 Days Ago
",/2020/05/14/imo-government-queries-journalist-demanding-three-months-unpaid-salaries,"The Imo State Government has queried a senior editor with the Imo Broadcasting Corporation, Mrs Ottih Vivian, for complaining of non-payment of her salaries and that of her colleagues. Ottih, a lawyer, had on May 4 in a Facebook post pleaded publicly to the state government to pay her colleagues and herself their over three months salaries. ""Nwamkpa Modestus (Uzodinma's SSA) my dearest brother, from the blood and water we share as brother and sister, and as colleague in the journalism profession, you are the closest officer of His Excellency, the Executive Governor of Imo State, Chief Hope Uzodinma (Onwa Oyoko) to me. 
 
 “Please my brother, help me inform our humble and performing governor that the entire staff of the only electronic media establishment owned by the state Imo Broadcasting Corporation, the famous Orient FM and Television have not received salaries for the month of February, March and April. ""It could be that His Excellency is not aware of this ugly situation. My brother and colleague, the worst of the whole scenario is that, I your sister, who just put to bed barely three weeks now, is languishing in hunger, lack among others. ""During the COVID-19 lockdown era, IBC staff were never found wanting on their duty post doing what they know how best to do on empty stomach and starvation. ""From my omugwo domain, I learnt that many have fallen sick without any kobo to seek medical services. The situation is as bad as that. Let me stop here so far as we wait for a fast positive response and reaction from His Excellency.”
 
 
 But in a letter dated May 8 and signed by one Osuchukwu S.O for the Acting Director-General of IBC, the government said Ottih’s action was ridiculous with the sole aim of sabotaging the government. The letter reads, “I am directed to issue a query to you for granting a press conference without approval from the government (being a public servant) where you informed the world that government was unable to pay your salaries. “I am also directed to let you know that this attitude caused serious embarrassment to the Imo State Government, thereby ridiculing the government in the eyes of the public with the sole aim of sabotaging the government. “Therefore, based on the above, I am directed to ask you to explain within 24 hours on receipt of this letter why disciplinary action should not be taken against you for ridiculing and sabotaging the government.” 
 
 When contacted, General Manager of the corporation said he wasn’t in the position to speak on the matter. “I’m not capable of giving you the answer, please leave me alone or contact the Honourable Commissioner for Information,” he said. In an indication that the matter is yet to be resolved, Ottih in a Facebook on May 9, 2020, said that, “You would have gone ahead with your immediate sack letter. Ever ready to welcome it.” FLASH: Imo Government Queries Broadcaster For Granting a Press Conference Over Months of Non-Payment of Salary "
Human Rights,UPDATE: Court Slams N10m Against DSS For Illegally Detaining Man Who Purchased SIM Card Previously Used By President Buhari’s Daughter,"3 Days Ago
",/2020/05/14/update-court-slams-n10m-against-dss-illegally-detaining-man-who-purchased-sim-card,"A Federal High Court in Asaba, Delta State, on Thursday slammed the sum of N10m against Nigeria’s lawless secret police, Department of State Services,  Telecoms company, MTN, had recycled the mobile telephone number for sale after it became dormant for a long time. Okolie still has receipt he was given for the purchase of the SIM in question. 
 
 Bringing Okolie’s ordeal at the DSS facility in Abuja to public domain in a Twitter post on January 6, 2020, rights activist and journalist, Omoyele Sowore, who was himself detained unlawfully by the DSS for months for calling on Nigerians to take to the streets and demand a better country from the administration of President Muhammadu Buhari, described the situation as sad.  A Nigerian, Anthony Okolia, was detained for 10 weeks by the DSS for using an MTN phone line previously used and abandoned by President Buhariâs daughter, Hanan! Also sharing his encounter with Okolie at the DSS cell they shared together, Sowore's co-defendant in the case brought against them by the Nigerian Government, Olawale Bakare widely known as Mandate, in a post on Twitter said, ""Only if Nigerians know the level of lawlessness perpetuated by the DSS in the name of 'order from above', we will understand the danger of having a tyrant who has no iota of respect for human rights or dignity. ""The level of arrogance and confidence of the DSS to unlawfully detain innocent Nigerians is disgustingly obvious in their manner of operation and approach.
 
 ""Anthony Okolie who happened to be my cellmate at the DSS facility even got lucky to have spent only 10 weeks for committing no offence according to a Senior Intelligence Officer.” Hanan later denied ordering the arrest of Okolie,  . 
 
 To seek justice, Okolie, through his lawyer, Tope Akinyode,   in Asaba. After the court delivered its judgment on Thursday, Akinyode in a Twitter post said, “I've been able to persuade the Federal High Court to award N10m against SSS for the 10 weeks detention of Anthony Okolie over an MTN SIM card once used by the daughter of President Buhari, Hanan.""   BREAKING: I've been able to persuade the Federal High Court to award N10 Million Naira Sum Agaisnt SSS For the 10 Weeks Detention of Anthony Okolie over an MTN SIM Card Once Used by the daughter of President Buhari, Hanan.  "
Breaking News,"BREAKING: 763,603 Votes To 162,180 — Wike Takes Unassailable Lead Over Awara In Rivers","1 Year Ago
",/2019/04/03/breaking-763603-votes-162180-%E2%80%94-wike-takes-unassailable-lead-over-awara-rivers,"Nyesom Wike, Governor of Rivers State, has taken a potentially unassailable lead in the March 9 governorship election contest in the state. As of Tuesday, when the Independent National Electoral Commission (INEC)  , Wike, candidate of the Peoples Democratic Party (PDP), had polled 426,369 votes against 129,855 votes secured by Biokpomabo Awara of the African Action Congress, leaving a margin of 296,514 votes. This lead was further extend when the commission announced four more results on Wednesday. In Degema Local Government, Wike polled 12,133 votes to Awara’s 5,071 votes. In the 12 wards of Asari-Toru Local Government, he had 32,172 votes to Awara’s 18,945; while in the 12 wards of Ogo/Bolo Local Government, he polled 11,855 votes to Awara’s 814. The surprise of the day was in the 17 wards of Obio/Akpor Local Government, where he polled an astounding 281,164 votes to Awara’s 7,495. These results brought Wike’s total so far to 763,603 votes while Awara has 162,180 — a margin of 601,423 votes. The ongoing collation was temporarily suspended, and is set to resume at 3pm. There are only four local governments left to be announced."
Politics,"Nigeria's School Feeding Programme During COVID-19, Ploy To Steal N13.5bn —PDP","2 Days Ago
",/2020/05/14/nigerias-school-feeding-programme-during-covid-19-ploy-steal-n135bn-%E2%80%94pdp,"The People’s Democratic Party has accused the Nigerian Government of planning to steal N13.5bn while disguising the plan as feeding school children during COVID-19 pandemic. Kola Olognondiyan, PDP spokesperson, in a statement, questioned the rationale behind feeding school children while schools were indefinitely shut due to Coronavirus outbreak. The statement reads in part, “While it is clear that the APC-led administration’s school feeding programme had always been a scam, the claim to feed school children even when schools are closed is a colossal racketeering taken too far. “This goes to further expose that stealing and corruption are deeply engrained in the DNA of the APC and its administration. 
 
 “While the PDP has nothing against any transparent effort to provide succour to Nigerians, particularly our children, at this critical time, our party rejects the on-going fraud in which school children, who are in their respective homes, bearing the brunt of the failures of the APC administration, are being used as metaphors to divert public funds to a few corrupt individuals in the Buhari Presidency. “Nigerians are witnesses to how the Minister of Humanitarian Affairs, Disaster Management and Social Development, Hajiya Umar Farouq, had always stammered, makes conflicting pronouncements and points to Mr President’s speech as a cover each time Nigerians demand for details of her humongous spendings. “The minister had failed to provide details of how she intends to reach the 9.7 million school children, who are now in their homes in different locations since the closure of schools, even as officials continue to muddle up required documentations in a bid to cover their tracks. “Nigerians are invited to note how the minister contradicted herself in claiming that the food would be shared door-to door and in the same breath, averred that vouchers would be allocated at specific collection times to avoid overcrowding. “Such contradiction only betrays an unwholesome tendency, as Nigerians wonder how there would be overcrowding on door-to-door distribution of food to children who are claimed to have been individually designated in various locations. “If these officials indeed mean well for the school children, they should hand over the funds to the ministry of education in the respective states for appropriate dispensation to properly identified and documented vulnerable children.”"
Politics,"Ondo Assembly Probes Source Of N4.3bn Secret Account, Unauthorised Spending","2 Days Ago
",/2020/05/15/ondo-assembly-probes-source-n43bn-secret-account-unauthorised-spending,"The Ondo State House of Assembly says it will do everything within its powers to unravel the circumstances surrounding the stashing of N4.3bn in a secret account in a third generation bank. Further revelations concerning the fund came to the fore at plenary on Thursday when Chairman, House Committee on Public Acounts, Honourable Edamisan Ademola, reeled out the list of banks at various times that benefitted from the alleged secret transactions. Edamisan challenged the competence of the Accountant-General for failing to produce necessary documents bearing the transactions and the accrued interest to date. 
 
 He maintained that if the statements of financial transactions in the listed banks were not supplied as requested, the House would be forced to take necessary steps as entrenched in the constitution. Among other details, the House sought to know the source of the fund, the date the money was lodged into the alleged secret account, the person who authorised the lodging and the accrued interest to date. The House equally wanted to know how the money, which members claimed was not appropriated was spent. Responding, the Commissioner for Finance, Mr Wale Akinterinwa, pledged to provide the necessary documents as requested by the House. In his ruling, the Speaker of the House, Rt. Hon Oleyelogun Bamidele David, mandated the commissioner and the Accountant General to furnish the House with documents on the alleged secret transactions on Thursday 21st May, 2020. The Finance Commissioner claimed he facilitated the recovery of the money kept in a secret account over 10 years ago. The House has vowed to get to the root of the secret transactions in the interest of transparency and accountability, as elected representatives of the people. 
 
 Also summoned to the House plenary on Thursday were the Commissioner for Environment, Mr Funso Esan, and the Chairman of ONDIPA, Mr Boye Oyewunmi. The House inquired from the commissioner why the impact of the Nigeria Erosion and Watershed Management Project has not been felt by the people even when the state government has paid a couterpart  fund of five hundred million naira. Members equally requested to know the modalities adopted for the uneven allocation of the 24 NEWMAP projects among communities in the state especially the delay in the execution of the projects  Also speaking, Sunday Olajide, Akure South Constituency ll, condemned delay in documentation for world bank projects which he noted delimit accruing benefits from such projects. He equally advocated that all constituencies in the state must be covered by the NEWMAP projects, adding that the relevant committee of the House must be carried along as representatives of the people."
International,Burundi Expels WHO Officials From Country,"3 Days Ago
",/2020/05/14/burundi-expels-who-officials-country,"Burundi on Thursday confirmed that it had expelled the head of the World Health Organisation in its country and three others. The action comes six days before a presidential election scheduled to take place on May 20. The country’s Foreign Affairs Assistant Minister, Bernard Ntahiraja, confirmed that the country head of WHO, Walter Kazadi Mulombo, and the other three officials were on May 12 declared as “persona non grata” and told to leave by latest Friday. 
 
 The statement from the foreign ministry failed to give reasons. “Late yesterday afternoon, I was made aware through a note verbale about this decision of the government of Burundi which has asked our WHO representative and three other persons, one of whom is a consultant to leave the country immediately,” WHO Africa Director, Dr Matshidiso Moeti, informed journalists on Thursday. “We are in communication with the government of Burundi to clarify and understand the reasoning behind this decision they have taken. “We are in the meantime working to organise the departure of our staff,” Moeti added. A source in the country’s government told AFP that, “They are expelled and the health minister has totally excluded WHO, accusing it of unacceptable interference in its management of the Coronavirus.”"
Politics,Gambari Will Not Solve ‘Cabal’ Problem In Presidency―Prof Jideofor,"2 Days Ago
",/2020/05/15/gambari-will-not-solve-%E2%80%98cabal%E2%80%99-problem-presidency%E2%80%95prof-jideofor,"A Professor of Political Science and International Relations at Nasarawa State University, Jideofor Adibe, has said that newly appointed chief of staff to President Muhammadu Buhari will not solve the problem of cabals within the presidency. Adibe also advised Nigerians not to expect too much from the newly appointed Chief of Staff to President, Professor Ibrahim Gambari. He spoke in an interview with Channels Television monitored by SaharaReporters. 
 
 Adibe said since Gambari would only serve in an advisory role, he would not rule over others as an emperor nor has the capacity to wield much influence. He said, “Professor Gambari is not going to solve the problem of cabals in government. In political science, we have what we call the iron law of oligarchy, that any organisation, no matter how democratic they may have started, precisely because authorities would have to be delegated, there would be competition in various centres of power to capture access or to exercise disproportionate influence. “We should be careful not to expect too much from him. The President has a team of economic advisers; so his job is only to advise.” Adibe, however, harped on the possibility that Gambari might join the cabal sooner than expected.
 
 “So, a small clique will always become triumphant, which means that anytime you talk about government, you talk about the struggle for state capture, you talk about cabal. Everyone will be a cabal, sooner than later, he will become part of the cabal that…he would have to exercise disproportionate influence,” he said. He added, “He looks at some of the proposals that are being presented to the president and narrow down the options. Sometimes, he doesn’t do this alone, he has his own staff. He can use consultants and then be able to advise the president. “I think he is also in a position to tell the president the bitter truth in a nice way that the president will not feel bad about. We should disabuse our mind that the chief of staff will run the government as a king.”"
Exclusive,"EXCLUSIVE: Lagos Assembly Speaker, Obasa, Approves N258m For Printing Of Invitation Cards For House Inauguration Two Months After Event Held","2 Days Ago
",/2020/05/15/exclusive-lagos-assembly-speaker-obasa-approves-n258m-printing-invitation-cards-house,"SaharaReporters has laid hands on a document revealing how Speaker of the Lagos State House of Assembly, Mudashiru Obasa, approved the sum of N258m for the printing of invitation cards for the inauguration of lawmakers two months after the event had been held. The document explicitly stated that the fund was processed on the orders of Obasa for the inauguration of the Ninth Assembly with 34 returning members and six new members, which was held on June 7, 2019. 
 
 The document, which was used for the approval and release of the funds, was fraudulently processed two month after the event had taken place. The document was titled “Celebrations and Ceremonies” and was dated August 7, 2019.  It reads, “Being payment approved for the printing of invitation cards during the inauguration of the 9th Assembly as per Hon. Speaker’s approval vide LSHA/LM/C/276.” 
 
 The N258m scandal is the latest in a series of reports on the corrupt activities of the Lagos Assembly Speaker, who have continued to siphon public funds through different means. The reports have also exposed how Obasa has been using series of companies owned and linked to him to receive various sums from the state’s Assembly. It was earlier revealed that Obasa collects N17m monthly from the Assembly to maintain his personal residence and guest house and also got N53m from the state coffers to travel with his mistress to the United States of America.  Unable to get SaharaReporters to stop exposing his fraudulent act, Obasa has paid N50m to some thugs to set ablaze the Civic Media Lab and also resorted to smear campaign against the online news publication.  "
